unit,state,unit_fe,group,g,year,year_fe,treat,rel_year,rel_year_binned,error,te,te_dynamic,dep_var,w
1,5,0.718703388030299,Group 3,0,2012,0.511912995555399,false,Inf,Inf,0.623692284746026,0,0.0,1.85430866833172,2.0
1,5,0.718703388030299,Group 3,0,2013,0.278554308994546,false,Inf,Inf,-0.935520935676393,0,0.0,0.0617367613484519,0.5
1,5,0.718703388030299,Group 3,0,2014,-0.117430483485105,false,Inf,Inf,1.53257667972889,0,0.0,2.13384958427408,1.0
1,5,0.718703388030299,Group 3,0,2015,0.700075749869512,false,Inf,Inf,-0.0243931902376761,0,0.0,1.39438594766213,0.5
1,5,0.718703388030299,Group 3,0,2016,-1.26451312444723,false,Inf,Inf,0.965080575049623,0,0.0,0.419270838632687,0.5
1,5,0.718703388030299,Group 3,0,2017,0.282922325115954,false,Inf,Inf,-1.47531382429783,0,0.0,-0.473688111151574,1.0
1,5,0.718703388030299,Group 3,0,2018,0.107850571633512,false,Inf,Inf,2.31006451388419,0,0.0,3.136618473548,1.0
1,5,0.718703388030299,Group 3,0,2019,-1.81539124429693,false,Inf,Inf,-0.307342097557417,0,0.0,-1.40402995382404,1.5
1,5,0.718703388030299,Group 3,0,2020,-1.26954613882862,false,Inf,Inf,-0.251736145598419,0,0.0,-0.802578896396736,0.5
2,33,6.7386638313668,Group 1,2000,1990,-0.339584351163271,false,-10.0,-6.0,1.38922409325148,0,0.0,7.78830357345501,0.5
2,33,6.7386638313668,Group 1,2000,1991,-0.40710157405609,false,-9.0,-6.0,2.14644565708791,0,0.0,8.47800791439862,1.5
2,33,6.7386638313668,Group 1,2000,1992,0.0863476262046286,false,-8.0,-6.0,0.00166025778053648,0,0.0,6.82667171535196,1.0
2,33,6.7386638313668,Group 1,2000,1993,0.0601437290224655,false,-7.0,-6.0,0.526919194029664,0,0.0,7.32572675441893,0.5
2,33,6.7386638313668,Group 1,2000,1994,0.75971542753949,false,-6.0,-6.0,-0.751376332895732,0,0.0,6.74700292601056,0.5
2,33,6.7386638313668,Group 1,2000,1995,0.275896308371944,false,-5.0,-5.0,-0.116381655792577,0,0.0,6.89817848394617,1.0
2,33,6.7386638313668,Group 1,2000,1996,0.672153776946349,false,-4.0,-4.0,-1.59552061464749,0,0.0,5.81529699366566,0.5
2,33,6.7386638313668,Group 1,2000,1997,-1.24277287912274,false,-3.0,-3.0,0.694596895841266,0,0.0,6.19048784808533,0.5
2,33,6.7386638313668,Group 1,2000,1998,-1.41323261064489,false,-2.0,-2.0,-0.0821154002612397,0,0.0,5.24331582046067,2.0
2,33,6.7386638313668,Group 1,2000,1999,-0.385041835502646,false,-1.0,-1.0,-0.863340409499613,0,0.0,5.49028158636454,1.0
2,33,6.7386638313668,Group 1,2000,2000,-0.224037384931551,true,0.0,0.0,1.81858989003636,2,0.0,10.3332163364716,2.0
2,33,6.7386638313668,Group 1,2000,2001,0.4882237300464,true,1.0,1.0,-0.594717839080358,2,0.05,8.68216972233284,1.0
2,33,6.7386638313668,Group 1,2000,2002,-0.059410610512335,true,2.0,2.0,0.365717180816013,2,0.1,9.14497040167048,2.0
2,33,6.7386638313668,Group 1,2000,2003,-0.403377381811428,true,3.0,3.0,-0.0704356144688141,2,0.15,8.41485083508656,1.0
2,33,6.7386638313668,Group 1,2000,2004,-0.593612433883135,true,4.0,4.0,0.220318565695652,2,0.2,8.56536996317932,2.0
2,33,6.7386638313668,Group 1,2000,2005,-0.925264844353814,true,5.0,5.0,-0.848803670511414,2,0.25,7.21459531650157,2.0
2,33,6.7386638313668,Group 1,2000,2006,-0.517616831416376,true,6.0,6.0,-0.408412934616173,2,0.3,8.11263406533425,1.5
2,33,6.7386638313668,Group 1,2000,2007,-0.332980596012207,true,7.0,6.0,-0.878668994448375,2,0.35,7.87701424090622,0.5
2,33,6.7386638313668,Group 1,2000,2008,1.48595618018235,true,8.0,6.0,0.461521831445781,2,0.4,11.0861418429949,1.5
2,33,6.7386638313668,Group 1,2000,2009,-0.552808079726348,true,9.0,6.0,-0.348393039415266,2,0.45,8.28746271222519,2.0
2,33,6.7386638313668,Group 1,2000,2010,1.38659707589587,true,10.0,6.0,-2.40363792513185,2,0.5,8.22162298213082,0.5
2,33,6.7386638313668,Group 1,2000,2011,-0.4437173598889,true,11.0,6.0,-0.81954213216641,2,0.55,8.02540433931149,2.0
2,33,6.7386638313668,Group 1,2000,2012,0.340612550680559,true,12.0,6.0,1.23475261362556,2,0.6,10.9140289956729,1.0
2,33,6.7386638313668,Group 1,2000,2013,1.09831707079717,true,13.0,6.0,-0.830108767196904,2,0.65,9.65687213496706,1.5
2,33,6.7386638313668,Group 1,2000,2014,0.375171735900182,true,14.0,6.0,-1.39097978838365,2,0.7,8.42285577888333,2.0
2,33,6.7386638313668,Group 1,2000,2015,0.795447162605812,true,15.0,6.0,1.97269767500264,2,0.75,12.2568086689753,1.5
2,33,6.7386638313668,Group 1,2000,2016,-0.694652098118552,true,16.0,6.0,0.947330663794671,2,0.8,9.79134239704292,1.5
2,33,6.7386638313668,Group 1,2000,2017,-1.04272210840432,true,17.0,6.0,-0.911853530297166,2,0.85,7.63408819266531,2.0
2,33,6.7386638313668,Group 1,2000,2018,0.456779980885297,true,18.0,6.0,-0.72681311607841,2,0.9,9.36863069617369,1.0
2,33,6.7386638313668,Group 1,2000,2019,0.882094213039647,true,19.0,6.0,0.599236147439758,2,0.95,11.1699941918462,1.0
2,33,6.7386638313668,Group 1,2000,2020,-0.911280945282324,true,20.0,6.0,-0.692259965429174,2,1.0,8.1351229206553,0.5
3,11,3.63129572356348,Group 2,2010,1990,-0.866036755309747,false,-20.0,-6.0,0.894865197062689,0,0.0,3.66012416531642,1.5
3,11,3.63129572356348,Group 2,2010,1991,-0.415182640155247,false,-19.0,-6.0,0.371318026574213,0,0.0,3.58743110998245,1.5
3,11,3.63129572356348,Group 2,2010,1992,-0.373108010796724,false,-18.0,-6.0,-0.120613079977644,0,0.0,3.13757463278911,1.0
3,11,3.63129572356348,Group 2,2010,1993,1.22736458812892,false,-17.0,-6.0,1.36327342677707,0,0.0,6.22193373846947,2.0
3,11,3.63129572356348,Group 2,2010,1994,0.449561191277405,false,-16.0,-6.0,-0.0574757525540934,0,0.0,4.02338116228679,1.5
3,11,3.63129572356348,Group 2,2010,1995,-0.24347263799144,false,-15.0,-6.0,-1.26807418357529,0,0.0,2.11974890199675,2.0
3,11,3.63129572356348,Group 2,2010,1996,2.07904755342767,false,-14.0,-6.0,-0.235717385301075,0,0.0,5.47462589169008,1.5
3,11,3.63129572356348,Group 2,2010,1997,-2.02769454705515,false,-13.0,-6.0,-0.87119611481926,0,0.0,0.732405061689072,2.0
3,11,3.63129572356348,Group 2,2010,1998,0.198728696312102,false,-12.0,-6.0,0.193747229402239,0,0.0,4.02377164927782,0.5
3,11,3.63129572356348,Group 2,2010,1999,0.136227359442982,false,-11.0,-6.0,-0.41424714910423,0,0.0,3.35327593390223,2.0
3,11,3.63129572356348,Group 2,2010,2000,-0.970901592864499,false,-10.0,-6.0,-2.50674526339791,0,0.0,0.153648867301073,2.0
3,11,3.63129572356348,Group 2,2010,2001,-0.116589635309811,false,-9.0,-6.0,-0.509199284770285,0,0.0,3.00550680348338,2.0
3,11,3.63129572356348,Group 2,2010,2002,0.0289664608604749,false,-8.0,-6.0,-0.442668425367689,0,0.0,3.21759375905626,2.0
3,11,3.63129572356348,Group 2,2010,2003,0.471692174041048,false,-7.0,-6.0,0.054728392993703,0,0.0,4.15771629059823,1.5
3,11,3.63129572356348,Group 2,2010,2004,1.49612744419926,false,-6.0,-6.0,0.110958463686444,0,0.0,5.23838163144919,1.0
3,11,3.63129572356348,Group 2,2010,2005,0.390917686310533,false,-5.0,-5.0,0.988337814007959,0,0.0,5.01055122388197,0.5
3,11,3.63129572356348,Group 2,2010,2006,-0.0967556615050175,false,-4.0,-4.0,0.577698993112098,0,0.0,4.11223905517056,1.5
3,11,3.63129572356348,Group 2,2010,2007,-0.563111922512934,false,-3.0,-3.0,-1.39395816056642,0,0.0,1.67422564048413,1.5
3,11,3.63129572356348,Group 2,2010,2008,0.224244098475744,false,-2.0,-2.0,1.20448935500004,0,0.0,5.06002917703926,2.0
3,11,3.63129572356348,Group 2,2010,2009,1.28222585342636,false,-1.0,-1.0,-0.800760226355529,0,0.0,4.11276135063431,0.5
3,11,3.63129572356348,Group 2,2010,2010,0.41068728474396,true,0.0,0.0,0.138435450622881,1,0.0,5.18041845893032,0.5
3,11,3.63129572356348,Group 2,2010,2011,-0.708520254064003,true,1.0,1.0,-0.416923169202061,1,0.15,3.65585230029741,0.5
3,11,3.63129572356348,Group 2,2010,2012,0.599530530693909,true,2.0,2.0,0.00740325552317672,1,0.3,5.53822950978056,0.5
3,11,3.63129572356348,Group 2,2010,2013,-1.10779980490373,true,3.0,3.0,-0.70159970256915,1,0.45,3.2718962160906,1.5
3,11,3.63129572356348,Group 2,2010,2014,0.0917743140955194,true,4.0,4.0,-0.0571098082772607,1,0.6,5.26596022938174,1.5
3,11,3.63129572356348,Group 2,2010,2015,-0.481488510608386,true,5.0,5.0,1.17550749106938,1,0.75,6.07531470402448,1.0
3,11,3.63129572356348,Group 2,2010,2016,0.291894314613516,true,6.0,6.0,1.38274798166589,1,0.9,7.20593801984289,1.5
3,11,3.63129572356348,Group 2,2010,2017,-0.00887504218978307,true,7.0,6.0,0.830290667236209,1,1.05,6.50271134860991,1.0
3,11,3.63129572356348,Group 2,2010,2018,1.12318961110313,true,8.0,6.0,0.628175542833942,1,1.2,7.58266087750055,1.5
3,11,3.63129572356348,Group 2,2010,2019,0.455910718518698,true,9.0,6.0,0.340880512742591,1,1.35,6.77808695482477,2.0
3,11,3.63129572356348,Group 2,2010,2020,0.284611992549394,true,10.0,6.0,-0.450321916224977,1,1.5,5.9655857998879,1.5
4,23,4.43565393624506,Group 1,2000,1990,1.57555373634296,false,-10.0,-6.0,-0.995582884188512,0,0.0,5.0156247883995,0.5
4,23,4.43565393624506,Group 1,2000,1991,-0.571597625078917,false,-9.0,-6.0,-0.735678990914022,0,0.0,3.12837732025212,0.5
4,23,4.43565393624506,Group 1,2000,1992,-1.05805676341938,false,-8.0,-6.0,0.464197233697767,0,0.0,3.84179440652345,0.5
4,23,4.43565393624506,Group 1,2000,1993,-0.535583955789269,false,-7.0,-6.0,-2.05117201696243,0,0.0,1.84889796349336,1.5
4,23,4.43565393624506,Group 1,2000,1994,-0.733732905855101,false,-6.0,-6.0,-0.938059870322906,0,0.0,2.76386116006705,2.0
4,23,4.43565393624506,Group 1,2000,1995,0.428651909136379,false,-5.0,-5.0,1.34071984255963,0,0.0,6.20502568794107,0.5
4,23,4.43565393624506,Group 1,2000,1996,-1.00779616486961,false,-4.0,-4.0,1.42893259978632,0,0.0,4.85679037116176,2.0
4,23,4.43565393624506,Group 1,2000,1997,-0.80570406579501,false,-3.0,-3.0,0.220057846498018,0,0.0,3.85000771694807,1.5
4,23,4.43565393624506,Group 1,2000,1998,0.23250934947202,false,-2.0,-2.0,-0.252733302372851,0,0.0,4.41542998334423,0.5
4,23,4.43565393624506,Group 1,2000,1999,-0.422336825184498,false,-1.0,-1.0,0.621879995444174,0,0.0,4.63519710650473,1.5
4,23,4.43565393624506,Group 1,2000,2000,-1.13968346510616,true,0.0,0.0,-0.266431522236915,2,0.0,5.02953894890198,0.5
4,23,4.43565393624506,Group 1,2000,2001,0.313313235765548,true,1.0,1.0,-0.258326617336348,2,0.05,6.54064055467426,1.5
4,23,4.43565393624506,Group 1,2000,2002,1.24701630442072,true,2.0,2.0,-0.771330252291484,2,0.1,7.01133998837429,2.0
4,23,4.43565393624506,Group 1,2000,2003,0.19181193430616,true,3.0,3.0,1.04670404197658,2,0.15,7.8241699125278,1.0
4,23,4.43565393624506,Group 1,2000,2004,1.39873854030749,true,4.0,4.0,-2.33091125738464,2,0.2,5.70348121916791,2.0
4,23,4.43565393624506,Group 1,2000,2005,-1.40823707901905,true,5.0,5.0,0.581410206377469,2,0.25,5.85882706360348,1.5
4,23,4.43565393624506,Group 1,2000,2006,0.52133566743342,true,6.0,6.0,1.1615869026035,2,0.3,8.41857650628198,1.5
4,23,4.43565393624506,Group 1,2000,2007,1.28856512255035,true,7.0,6.0,0.107545045256703,2,0.35,8.18176410405211,1.0
4,23,4.43565393624506,Group 1,2000,2008,-0.2467110340256,true,8.0,6.0,-1.90728727081815,2,0.4,4.68165563140131,1.0
4,23,4.43565393624506,Group 1,2000,2009,-0.535395910488479,true,9.0,6.0,-0.0152724832115676,2,0.45,6.33498554254501,2.0
4,23,4.43565393624506,Group 1,2000,2010,0.649714267976749,true,10.0,6.0,-0.311488565261581,2,0.5,7.27387963896023,1.5
4,23,4.43565393624506,Group 1,2000,2011,-0.436412850443004,true,11.0,6.0,-1.85703554066409,2,0.55,4.69220554513796,1.5
4,23,4.43565393624506,Group 1,2000,2012,-1.26019372731949,true,12.0,6.0,-0.563073733257585,2,0.6,5.21238647566798,0.5
4,23,4.43565393624506,Group 1,2000,2013,0.53649334777836,true,13.0,6.0,-0.650143140631699,2,0.65,6.97200414339172,1.0
4,23,4.43565393624506,Group 1,2000,2014,-0.686892348210238,true,14.0,6.0,0.471205566376827,2,0.7,6.91996715441165,0.5
4,23,4.43565393624506,Group 1,2000,2015,-1.05749513113492,true,15.0,6.0,1.09002582053481,2,0.75,7.21818462564495,0.5
4,23,4.43565393624506,Group 1,2000,2016,0.715422671140799,true,16.0,6.0,-0.538070608596045,2,0.8,7.41300599878981,0.5
4,23,4.43565393624506,Group 1,2000,2017,-0.97138114511624,true,17.0,6.0,-0.677014082653189,2,0.85,5.63725870847563,2.0
4,23,4.43565393624506,Group 1,2000,2018,-1.34662667563913,true,18.0,6.0,0.0027270141607979,2,0.9,5.99175427476673,1.5
4,23,4.43565393624506,Group 1,2000,2019,-0.0417871593129358,true,19.0,6.0,-0.828190097427675,2,0.95,6.51567667950445,1.5
4,23,4.43565393624506,Group 1,2000,2020,0.0731925554913279,true,20.0,6.0,0.323795187323461,2,1.0,7.83264167905985,1.5
5,3,-0.58411191691205,Group 1,2000,1990,0.760828908191032,false,-10.0,-6.0,-0.0330257303044062,0,0.0,0.143691260974576,1.5
5,3,-0.58411191691205,Group 1,2000,1991,-0.841460905068084,false,-9.0,-6.0,-3.11214231794445,0,0.0,-4.53771513992458,0.5
5,3,-0.58411191691205,Group 1,2000,1992,0.176230389422803,false,-8.0,-6.0,-0.144562867060295,0,0.0,-0.552444394549542,1.5
5,3,-0.58411191691205,Group 1,2000,1993,-0.103453099208467,false,-7.0,-6.0,1.15795637057141,0,0.0,0.47039135445089,2.0
5,3,-0.58411191691205,Group 1,2000,1994,-0.460265809893164,false,-6.0,-6.0,0.581464057670743,0,0.0,-0.46291366913447,0.5
5,3,-0.58411191691205,Group 1,2000,1995,0.268211710722732,false,-5.0,-5.0,1.5297621853207,0,0.0,1.21386197913138,0.5
5,3,-0.58411191691205,Group 1,2000,1996,-0.595085146842229,false,-4.0,-4.0,-2.11994203395724,0,0.0,-3.29913909771152,1.5
5,3,-0.58411191691205,Group 1,2000,1997,0.950702612946783,false,-3.0,-3.0,-0.632436080435969,0,0.0,-0.265845384401235,1.5
5,3,-0.58411191691205,Group 1,2000,1998,-0.329726760549597,false,-2.0,-2.0,0.0318054871446134,0,0.0,-0.882033190317034,1.5
5,3,-0.58411191691205,Group 1,2000,1999,0.333592508470854,false,-1.0,-1.0,0.381462739868221,0,0.0,0.130943331427025,2.0
5,3,-0.58411191691205,Group 1,2000,2000,1.74193646074804,true,0.0,0.0,0.727314320199533,2,0.0,3.88513886403552,0.5
5,3,-0.58411191691205,Group 1,2000,2001,-1.21921133551843,true,1.0,1.0,-0.0869333549065196,2,0.05,0.159743392662996,0.5
5,3,-0.58411191691205,Group 1,2000,2002,0.965450816992763,true,2.0,2.0,1.2130406894458,2,0.1,3.69437958952651,2.0
5,3,-0.58411191691205,Group 1,2000,2003,-0.509892211603397,true,3.0,3.0,0.194235383876524,2,0.15,1.25023125536108,1.0
5,3,-0.58411191691205,Group 1,2000,2004,-0.528954280947187,true,4.0,4.0,0.00056558821767451,2,0.2,1.08749939035844,1.0
5,3,-0.58411191691205,Group 1,2000,2005,2.1423221605345,true,5.0,5.0,-0.691362554317312,2,0.25,3.11684768930514,0.5
5,3,-0.58411191691205,Group 1,2000,2006,-2.16166722026094,true,6.0,6.0,1.79011910931707,2,0.3,1.34433997214408,0.5
5,3,-0.58411191691205,Group 1,2000,2007,0.339748536826084,true,7.0,6.0,0.190354179073831,2,0.35,2.29599079898786,0.5
5,3,-0.58411191691205,Group 1,2000,2008,0.0727469766921461,true,8.0,6.0,-1.0799786380776,2,0.4,0.808656421702501,1.5
5,3,-0.58411191691205,Group 1,2000,2009,-2.78314696295142,true,9.0,6.0,-1.46662362628106,2,0.45,-2.38388250614454,1.0
5,3,-0.58411191691205,Group 1,2000,2010,0.0422350404357638,true,10.0,6.0,1.22776144992462,2,0.5,3.18588457344833,0.5
5,3,-0.58411191691205,Group 1,2000,2011,0.733766471548686,true,11.0,6.0,0.810019023966915,2,0.55,3.50967357860355,1.5
5,3,-0.58411191691205,Group 1,2000,2012,-0.300557458384845,true,12.0,6.0,0.438168822629532,2,0.6,2.15349944733264,0.5
5,3,-0.58411191691205,Group 1,2000,2013,0.812605592351622,true,13.0,6.0,-0.825709119068468,2,0.65,2.0527845563711,2.0
5,3,-0.58411191691205,Group 1,2000,2014,-0.326532409771025,true,14.0,6.0,1.45434183212277,2,0.7,3.24369750543969,2.0
5,3,-0.58411191691205,Group 1,2000,2015,1.03753507263051,true,15.0,6.0,1.60457363556904,2,0.75,4.8079967912875,2.0
5,3,-0.58411191691205,Group 1,2000,2016,2.50730610620775,true,16.0,6.0,-0.0812463136265784,2,0.8,4.64194787566912,1.0
5,3,-0.58411191691205,Group 1,2000,2017,-0.105288094420545,true,17.0,6.0,-0.223195037780659,2,0.85,1.93740495088675,1.5
5,3,-0.58411191691205,Group 1,2000,2018,0.592621591774929,true,18.0,6.0,-0.206415041493129,2,0.9,2.70209463336975,1.5
5,3,-0.58411191691205,Group 1,2000,2019,0.133583919878421,true,19.0,6.0,0.0301049493358685,2,0.95,2.52957695230224,1.5
5,3,-0.58411191691205,Group 1,2000,2020,-0.595724932645329,true,20.0,6.0,-1.30109241636452,2,1.0,0.5190707340781,1.0
6,40,8.80770015864889,Group 1,2000,1990,-0.772026812035122,false,-10.0,-6.0,-0.0466590754536938,0,0.0,7.98901427116008,1.5
6,40,8.80770015864889,Group 1,2000,1991,-0.439541391126174,false,-9.0,-6.0,2.00742308198063,0,0.0,10.3755818495033,2.0
6,40,8.80770015864889,Group 1,2000,1992,1.85568056448681,false,-8.0,-6.0,0.527036245956952,0,0.0,11.1904169690927,2.0
6,40,8.80770015864889,Group 1,2000,1993,-0.227186471734295,false,-7.0,-6.0,1.64614411599978,0,0.0,10.2266578029144,2.0
6,40,8.80770015864889,Group 1,2000,1994,-0.839126521793751,false,-6.0,-6.0,0.104553907458258,0,0.0,8.0731275443134,2.0
6,40,8.80770015864889,Group 1,2000,1995,1.08313487567156,false,-5.0,-5.0,-0.170371541744955,0,0.0,9.72046349257549,0.5
6,40,8.80770015864889,Group 1,2000,1996,0.902838709395048,false,-4.0,-4.0,-0.985266187517219,0,0.0,8.72527268052672,1.5
6,40,8.80770015864889,Group 1,2000,1997,-0.792402247033348,false,-3.0,-3.0,-1.5939082610277,0,0.0,6.42138965058784,0.5
6,40,8.80770015864889,Group 1,2000,1998,-2.64709024271876,false,-2.0,-2.0,-1.31395828920233,0,0.0,4.84665162672781,2.0
6,40,8.80770015864889,Group 1,2000,1999,-0.88331749310324,false,-1.0,-1.0,-1.1843077193237,0,0.0,6.74007494622195,1.0
6,40,8.80770015864889,Group 1,2000,2000,-1.81898322912455,true,0.0,0.0,2.63133650356467,2,0.0,11.620053433089,0.5
6,40,8.80770015864889,Group 1,2000,2001,0.770115217765428,true,1.0,1.0,-1.41375566693341,2,0.05,10.2140597094809,0.5
6,40,8.80770015864889,Group 1,2000,2002,-1.836942070201,true,2.0,2.0,-0.416124929325937,2,0.1,8.65463315912196,1.0
6,40,8.80770015864889,Group 1,2000,2003,-1.0106615080862,true,3.0,3.0,0.296369777516133,2,0.15,10.2434084280788,1.5
6,40,8.80770015864889,Group 1,2000,2004,0.636039599053523,true,4.0,4.0,0.364784004562375,2,0.2,12.0085237622648,1.0
6,40,8.80770015864889,Group 1,2000,2005,1.49555074210581,true,5.0,5.0,0.892538482455239,2,0.25,13.4457893832099,1.0
6,40,8.80770015864889,Group 1,2000,2006,-0.182269717205882,true,6.0,6.0,0.858626526181057,2,0.3,11.7840569676241,2.0
6,40,8.80770015864889,Group 1,2000,2007,0.828657753115399,true,7.0,6.0,-2.26218011716166,2,0.35,9.72417779460263,0.5
6,40,8.80770015864889,Group 1,2000,2008,-1.41980875649125,true,8.0,6.0,0.644550526217614,2,0.4,10.4324419283753,1.0
6,40,8.80770015864889,Group 1,2000,2009,0.865964467047233,true,9.0,6.0,-0.561589532895412,2,0.45,11.5620750928007,0.5
6,40,8.80770015864889,Group 1,2000,2010,0.536324550689462,true,10.0,6.0,2.71351849581188,2,0.5,14.5575432051502,1.5
6,40,8.80770015864889,Group 1,2000,2011,-1.53242170737406,true,11.0,6.0,0.498565992280987,2,0.55,10.3238444435558,1.5
6,40,8.80770015864889,Group 1,2000,2012,1.59508093241228,true,12.0,6.0,-1.91930718182757,2,0.6,11.0834739092336,1.0
6,40,8.80770015864889,Group 1,2000,2013,0.304756043191576,true,13.0,6.0,-0.69964985983087,2,0.65,11.0628063420096,0.5
6,40,8.80770015864889,Group 1,2000,2014,-0.374861814679573,true,14.0,6.0,0.693186807330421,2,0.7,11.8260251512997,2.0
6,40,8.80770015864889,Group 1,2000,2015,-0.605602524025335,true,15.0,6.0,-0.0882825651267859,2,0.75,10.8638150694968,1.5
6,40,8.80770015864889,Group 1,2000,2016,-0.83556271758522,true,16.0,6.0,0.910847614982486,2,0.8,11.6829850560462,2.0
6,40,8.80770015864889,Group 1,2000,2017,0.40826527325247,true,17.0,6.0,-0.113473888023219,2,0.85,11.9524915438781,0.5
6,40,8.80770015864889,Group 1,2000,2018,-2.33490676691329,true,18.0,6.0,0.0402328858184208,2,0.9,9.41302627755402,2.0
6,40,8.80770015864889,Group 1,2000,2019,-0.0395133789101117,true,19.0,6.0,-1.63302322037529,2,0.95,10.0851635593635,1.5
6,40,8.80770015864889,Group 1,2000,2020,-2.58194440902156,true,20.0,6.0,0.23187373541968,2,1.0,9.45762948504701,2.0
7,38,8.34027723623094,Group 3,0,1990,0.34083839724998,false,Inf,Inf,-0.545252469734622,0,0.0,8.1358631637463,2.0
7,38,8.34027723623094,Group 3,0,1991,0.0304131647317068,false,Inf,Inf,1.74603477383975,0,0.0,10.1167251748024,0.5
7,38,8.34027723623094,Group 3,0,1992,1.36054254567442,false,Inf,Inf,1.2900457290494,0,0.0,10.9908655109548,1.5
7,38,8.34027723623094,Group 3,0,1993,0.274137399953083,false,Inf,Inf,-1.80522114714683,0,0.0,6.8091934890372,1.5
7,38,8.34027723623094,Group 3,0,1994,1.86155295186638,false,Inf,Inf,-0.47138361958796,0,0.0,9.73044656850936,0.5
7,38,8.34027723623094,Group 3,0,1995,0.0726706935477013,false,Inf,Inf,0.615050049725418,0,0.0,9.02799797950406,0.5
7,38,8.34027723623094,Group 3,0,1996,-1.18466837631707,false,Inf,Inf,1.24616915538644,0,0.0,8.40177801530031,0.5
7,38,8.34027723623094,Group 3,0,1997,1.1208553002463,false,Inf,Inf,0.174095945469891,0,0.0,9.63522848194714,2.0
7,38,8.34027723623094,Group 3,0,1998,-1.24474146044842,false,Inf,Inf,0.756178449685225,0,0.0,7.85171422546775,1.5
7,38,8.34027723623094,Group 3,0,1999,-0.34578142539715,false,Inf,Inf,0.851645288344288,0,0.0,8.84614109917808,1.0
7,38,8.34027723623094,Group 3,0,2000,0.232988021491887,false,Inf,Inf,-0.00702519720340434,0,0.0,8.56624006051943,1.5
7,38,8.34027723623094,Group 3,0,2001,0.874273823029479,false,Inf,Inf,-1.74874755979895,0,0.0,7.46580349946147,1.0
7,38,8.34027723623094,Group 3,0,2002,1.72058646866434,false,Inf,Inf,-0.176120756822042,0,0.0,9.88474294807324,0.5
7,38,8.34027723623094,Group 3,0,2003,1.06916179530547,false,Inf,Inf,-1.18198114794653,0,0.0,8.22745788358989,0.5
7,38,8.34027723623094,Group 3,0,2004,1.84499609385289,false,Inf,Inf,-1.14848498808011,0,0.0,9.03678834200372,2.0
